Name deutsch;Name englisch;URL der Einrichtung;Einrichtungsart;Einrichtungsart englisch;DFG Instituts ID;Straße;Hausnummer;Postfach;Postleizahl vor Ort;Ort;Postleitzahl nach Ort;DESTATIS Fächerguppe;DESTATIS Lehr- Forschungsbereich;DESTATIS Fachgebiet;GRID ID;Crossref ID 1;Crossref ID 2;Crossref ID 3;URL GERiT Nachweis;;;
Institut für Mechatronik e.V.;Institute of Mechatronics;www.tu-chemnitz.de/ifm/;Sonst. Forschg;other res. inst.;10559;Reichenhainer Straße;88;;9126;Chemnitz;;Ingenieurwissenschaften;Ingenieurwissenschaften allgemein;Mechatronik;;;;;http://www.gerit.org/de/institutiondetail/10559;;;
Medizinisches Laserzentrum Lübeck GmbH;Lübeck Medical Laser Centre;mll-luebeck.com/;Sonst. Forschg;other res. inst.;10560;Peter-Monnik-Weg;4;;23562;Lübeck;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Medizintechnik;;;;;http://www.gerit.org/de/institutiondetail/10560;;;
Max-Planck-Institut für terrestrische Mikrobiologie (MPIterMic);Max Planck Institute for Terrestrial Microbiology (MPIterMic);www.mpi-marburg.mpg.de/;MPG;Max Planck;10561;Karl-von-Frisch-Straße;10;;35043;Marburg;;Mathematik, Naturwissenschaften;Biologie;Mikrobiologie;grid.419554.8;;;;http://www.gerit.org/de/institutiondetail/10561;;;
Görres-Gesellschaft zur Pflege der Wissenschaft e.V.;Görres Society for the Advancement of Learning (e.V.);www.goerres-gesellschaft.de/;Landesforschung;state research;10562;Adenauerallee;19;;53111;Bonn;;Geisteswissenschaften;Kath. Theologie;Kath. Theologie allgemein;;;;;http://www.gerit.org/de/institutiondetail/10562;;;
Katholische Hochschule Nordrhein-Westfalen;Catholic University of Applied Sciences;www.katho-nrw.de/katho-nrw/;Weitere HS/FS;univ.of appl.science;10564;Wörthstraße;10;;50668;Köln;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.466086.a;;;;http://www.gerit.org/de/institutiondetail/10564;;;
Soziologisches Forschungsinstitut (SOFI);Sociological Research Institute;www.sofi-goettingen.de/;Landesforschung;state research;10565;Friedländer Weg;31;;37085;Göttingen;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Sozialwissenschaften;Soziologie;;;;;http://www.gerit.org/de/institutiondetail/10565;;;
Germanisches Nationalmuseum (GNM);Germanisches Nationalmuseum (GNM);www.gnm.de;WGL;Leibniz;10566;Kartäusergasse;1;;90402;Nürnberg;;Geisteswissenschaften;Geschichte;Kultur- und Geistesgeschichte;grid.461702.6;;;;http://www.gerit.org/de/institutiondetail/10566;;;
Wissenschaftskolleg zu Berlin e.V.;Institute for Advanced Study in Berlin;www.wiko-berlin.de/;Sonst. Forschg;other res. inst.;10567;Wallotstraße;19;;14193;Berlin;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.452925.d;;;;http://www.gerit.org/de/institutiondetail/10567;;;
Sigmund-Freud-Institut - Forschungsinstitut für Psychoanalyse und ihre Anwendung;Sigmund Freud Institute, Research Institute for Psychoanalysis and its Application;www.sfi-frankfurt.de/;Landesforschung;state research;10568;Myliusstraße;20;;60323;Frankfurt;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Psychologie;Klinische Psychologie, Diagnostik und Psychotherapie;;;;;http://www.gerit.org/de/institutiondetail/10568;;;
Leibniz-Institut für Europäische Geschichte (IEG);Leibniz Institute of European History (IEG);www.ieg-mainz.de;WGL;Leibniz;10569;Alte Universitätsstraße;19;;55116;Mainz;;Geisteswissenschaften;Geschichte;Geschichte allgemein;grid.461633.5;;;;http://www.gerit.org/de/institutiondetail/10569;;;
Hochschule Anhalt;Anhalt University of Applied Sciences;www.hs-anhalt.de;Weitere HS/FS;univ.of appl.science;10572;Bernburger Straße;55;;6366;Köthen;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.427932.9;;;;http://www.gerit.org/de/institutiondetail/10572;;;
Herder-Institut für historische Ostmitteleuropaforschung - Institut der Leibniz-Gemeinschaft (HI);Herder Institute for Historical Research on East Central Europe -  Institute of the Leibniz Association (HI);www.herder-institut.de/;WGL;Leibniz;10574;Gisonenweg;05. Jul;;35037;Marburg;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Regionalwissenschaften;Ost- und Südosteuropa;;;;;http://www.gerit.org/de/institutiondetail/10574;;;
Leibniz-Institut für Medienforschung - Hans-Bredow-Institut (HBI);Leibniz Institute for Media Research - Hans-Bredow-Institut (HBI);www.hans-bredow-institut.de;WGL;Leibniz;10575;Rothenbaumchaussee;36;;20148;Hamburg;;Geisteswissenschaften;Geisteswissenschaften allgemein;Medienwissenschaft;grid.500262.3;;;;http://www.gerit.org/de/institutiondetail/10575;;;
Westfälische Hochschule Gelsenkirchen Bocholt Recklinghausen;Westphalian University of Applied Sciences;www.w-hs.de;Weitere HS/FS;univ.of appl.science;10577;Neidenburger Straße;43;;45897;Gelsenkirchen;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.426367.2;;;;http://www.gerit.org/de/institutiondetail/10577;;;
Max-Planck-Institut für Mikrostrukturphysik;Max Planck Institute of Microstructure Physics;www.mpi-halle.mpg.de/;MPG;Max Planck;10579;Weinberg;2;;6120;Halle;;Mathematik, Naturwissenschaften;Physik, Astronomie;Physik;grid.450270.4;;;;http://www.gerit.org/de/institutiondetail/10579;;;
Westsächsische Hochschule Zwickau;West Saxon University of Applied Sciences in Zwickau;www.fh-zwickau.de/;Weitere HS/FS;univ.of appl.science;10580;Kornmarkt;1;;8056;Zwickau;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.466393.d;;;;http://www.gerit.org/de/institutiondetail/10580;;;
Bundesanstalt für Gewässerkunde (BfG);German Federal Institute of Hydrology (BfG);www.bafg.de/DE/Home/homepage_node.html;Bundesforschung;federal research;10583;Am Mainzer Tor;1;;56068;Koblenz;;Ingenieurwissenschaften;Bauingenieurwesen;Wasserbau, -wesen;;;;;http://www.gerit.org/de/institutiondetail/10583;;;
BIBA - Bremer Institut für Produktion und Logistik GmbH an der Universität Bremen;BIBA - Bremer Institut für Produktion und Logistik GmbH;www.biba.uni-bremen.de/;Landesforschung;state research;10584;Hochschulring;20;;28359;Bremen;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Logistik;;;;;http://www.gerit.org/de/institutiondetail/10584;;;
Moses Mendelssohn Zentrum für europäisch-jüdische Studien e. V. an der Universität Potsdam;Moses Mendelssohn Centre of European-Jewish Studies (e.V.) at Potsdam University;www.mmz-potsdam.de;Landesforschung;state research;10587;Am Neuen Markt;8;;14467;Potsdam;;Geisteswissenschaften;Sonstige/Außereuropäische Sprach- und Kulturwissenschaften;Judaistik/Hebräisch;;;;;http://www.gerit.org/de/institutiondetail/10587;;;
Evangelische Hochschule Dresden - University of Applied Sciences for Social Work; Education and Nursing;Evangelische Hochschule Dresden - University of Applied Sciences for Social Work, Education and Nursing;www.ehs-dresden.de;Weitere HS/FS;univ.of appl.science;10588;Dürerstraße;25;;1307;Dresden;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;;;;;http://www.gerit.org/de/institutiondetail/10588;;
Hochschule für Technik und Wirtschaft des Saarlandes;Saarland University of Applied Sciences;www.htwsaar.de;Weitere HS/FS;univ.of appl.science;10590;Goebenstraße;40;;66117;Saarbrücken;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.424705.0;;;;http://www.gerit.org/de/institutiondetail/10590;;;
ifak - Institut für Automation und Kommunikation e.V. Magdeburg;ifak - Institut für Automation und Kommunikation e.V. Magdeburg;www.ifak.eu;Sonst. Forschg;other res. inst.;10591;Werner-Heisenberg-Straße;1;;39106;Magdeburg;;Ingenieurwissenschaften;Elektrotechnik und Informationstechnik;Kommunikations- und Informationstechnik;;;;;http://www.gerit.org/de/institutiondetail/10591;;;
Max-Planck-Institut für Infektionsbiologie;Max Planck Institute for Infection Biology;www.mpiib-berlin.mpg.de/;MPG;Max Planck;10592;Charitéplatz;1;;10117;Berlin;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Theoretische Humanmedizin (einschl. Zahnmedizin);Immunologie;grid.418159.0;;;;http://www.gerit.org/de/institutiondetail/10592;;;
Max-Planck-Institut für Kognitions- und Neurowissenschaften;Institute for Human Cognitive and Brain Science (MPI CBS);www.cbs.mpg.de;MPG;Max Planck;10593;Stephanstraße;1a;;4103;Leipzig;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Praktische Humanmedizin (ohne Zahnmedizin);Neurologie;grid.419524.f;;;;http://www.gerit.org/de/institutiondetail/10593;;;
Max-Planck-Institut für Wissenschaftsgeschichte (MPIWG);Max Planck Institute for the History of Science (MPIWG);www.mpiwg-berlin.mpg.de;MPG;Max Planck;10594;Boltzmannstraße;22;;14195;Berlin;;Mathematik, Naturwissenschaften;Mathematik, Naturwissenschaften allgemein;Geschichte der Mathematik und Naturwissenschaften;grid.419556.a;;;;http://www.gerit.org/de/institutiondetail/10594;;;
Hochschule Bremen;Bremen University of Applied Sciences;www.hs-bremen.de;Weitere HS/FS;univ.of appl.science;10595;Neustadtswall;30;;28199;Bremen;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.424704.1;;;;http://www.gerit.org/de/institutiondetail/10595;;;
Max-Planck-Institut für molekulare Physiologie;Max Planck Institute of Molecular Physiology;www.mpi-dortmund.mpg.de;MPG;Max Planck;10596;Otto-Hahn-Straße;11;;44227;Dortmund;;Mathematik, Naturwissenschaften;Biologie;Botanik;grid.418441.c;;;;http://www.gerit.org/de/institutiondetail/10596;;;
Universität Vechta;University of Vechta;www.uni-vechta.de;Universität;university;10597;Driverstraße;22;;49377;Vechta;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.449789.f;;;;http://www.gerit.org/de/institutiondetail/10597;;;
Fraunhofer-Institut für Angewandte Polymerforschung (IAP);Fraunhofer Institute for Applied Polymer Research IAP;www.iap.fraunhofer.de;FhG;Fraunhofer;10601;Geiselbergstraße;69;;14476;Potsdam;;Mathematik, Naturwissenschaften;Physik, Astronomie;Materialphysik;grid.461615.1;;;;http://www.gerit.org/de/institutiondetail/10601;;;
Forschungsinstitut für Rationalisierung (FIR) an der RWTH Aachen;Institute for Industrial Management (FIR) at the RWTH Aachen University;www.fir.rwth-aachen.de;Landesforschung;state research;10602;Campus-Boulevard;55;;52074;Aachen;;Ingenieurwissenschaften;Ingenieurwissenschaften allgemein;Interdisziplinäre Studien (Schwerpunkt Ingenieurwesen - ohne Mechatronik);;;;;http://www.gerit.org/de/institutiondetail/10602;;;
Max-Planck-Institut für Menschheitsgeschichte (MPI-SHH);Max Planck Institute for the Science of Human History (MPI-SHH);www.shh.mpg.de/;MPG;Max Planck;10603;Kahlaische Straße;10;;7745;Jena;;Mathematik, Naturwissenschaften;Biologie;Genetik;grid.469873.7;;;;http://www.gerit.org/de/institutiondetail/10603;;;
Fraunhofer-Institut für Mikrotechnik und Mikrosysteme IMM;Fraunhofer Institute for Microengineering and Microsystems IMM;www.imm.fraunhofer.de/;FhG;Fraunhofer;10604;Carl-Zeiss-Straße;18-20;;55129;Mainz;;Ingenieurwissenschaften;Elektrotechnik und Informationstechnik;Mikrosystemtechnik;;;;;http://www.gerit.org/de/institutiondetail/10604;;;
Leibniz-Institut für Verbundwerkstoffe (IVW);Leibniz Institute for Composite Materials (IVW);www.ivw.uni-kl.de/;WGL;Leibniz;10606;Erwin-Schrödinger-Straße;58;;67663;Kaiserslautern;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Kunststofftechnik;;;;;http://www.gerit.org/de/institutiondetail/10606;;;
Hochschule Reutlingen;Reutlingen University;www.reutlingen-university.de/home/;Weitere HS/FS;univ.of appl.science;10609;Alteburgstraße;150;;72762;Reutlingen;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.434088.3;;;;http://www.gerit.org/de/institutiondetail/10609;;;
Berlin-Brandenburgische Akademie der Wissenschaften;Berlin-Brandenburg Academy of Sciences and Humanities;www.bbaw.de/forschung;Akad. d. Wiss.;Academies;10610;Jägerstraße;22/23;;10117;Berlin;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.420264.6;;;;http://www.gerit.org/de/institutiondetail/10610;;;
Access e.V.;Access e.V.;www.access.rwth-aachen.de;Sonst. Forschg;other res. inst.;10613;Intzestraße;5;;52072;Aachen;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Verfahrenstechnik;;;;;http://www.gerit.org/de/institutiondetail/10613;;;
Leibniz-Institut für Länderkunde (IfL);Leibniz Institute for Regional Geography (IfL);leibniz-ifl.de/institut/organisation;WGL;Leibniz;10614;Schongauerstraße;9;;4328;Leipzig;;Mathematik, Naturwissenschaften;Geographie;Geographische Länder- und Landschaftskunde;;;;;http://www.gerit.org/de/institutiondetail/10614;;;
Technische Hochschule Wildau;Technical University of Applied Sciences Wildau;www.th-wildau.de;Weitere HS/FS;univ.of appl.science;10634;Hochschulring;1;;15745;Wildau;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.438275.f;;;;http://www.gerit.org/de/institutiondetail/10634;;;
Akademie der Künste;Academy of Arts;www.adk.de;Sonst. Forschg;other res. inst.;10635;Pariser Platz;4;;10117;Berlin;;Kunst, Kunstwissenschaft;Bildende Kunst;Bildende Kunst allgemein;grid.461623.4;;;;http://www.gerit.org/de/institutiondetail/10635;;;
Dresdner Grundwasserforschungszentrum (DGFZ) e.V.;Dresden Groundwater Research Centre (e.V.);www.dgfz.de;Sonst. Forschg;other res. inst.;10636;Meraner Straße;10;;1217;Dresden;;Ingenieurwissenschaften;Bauingenieurwesen;Wasserbau, -wesen;;;;;http://www.gerit.org/de/institutiondetail/10636;;;
Heinrich-Pette-Institut  - Leibniz-Institut für Experimentelle Virologie (HPI);Heinrich Pette Institute - Leibniz Institute for Experimental Virology (HPI);www.hpi-hamburg.de/;WGL;Leibniz;10637;Martinistraße;52;;20251;Hamburg;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Theoretische Humanmedizin (einschl. Zahnmedizin);Virologie;grid.418481.0;;;;http://www.gerit.org/de/institutiondetail/10637;;;
Hochschule Trier;Trier University of Applied Sciences;www.hochschule-trier.de/;Weitere HS/FS;univ.of appl.science;10638;Schneidershof;;;54293;Trier;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.434099.3;;;;http://www.gerit.org/de/institutiondetail/10638;;;
Fraunhofer-Institut für Angewandte Optik und Feinmechanik (IOF);Fraunhofer Institute for Applied Optics and Precision Engineering (IOF);www.iof.fraunhofer.de/;FhG;Fraunhofer;10639;Albert-Einstein-Straße;7;;7745;Jena;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Technische/angewandte Optik;grid.418007.a;;;;http://www.gerit.org/de/institutiondetail/10639;;;
Hochschule Mittweida; University of Applied Sciences;Mittweida University of Applied Sciences;www.hs-mittweida.de;Weitere HS/FS;univ.of appl.science;10640;Technikumplatz;17;;9648;Mittweida;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.452873.f;;;;http://www.gerit.org/de/institutiondetail/10640;;
Fraunhofer-Institut für Fabrikbetrieb und -automatisierung (IFF);Fraunhofer Institute for Factory Operation and Automation (IFF);www.iff.fraunhofer.de;FhG;Fraunhofer;10644;Sandtorstraße;22;;39106;Magdeburg;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Produktions- und Fertigungstechnologie;;;;;http://www.gerit.org/de/institutiondetail/10644;;;
Fraunhofer-Institut für Bauphysik (IBP);Fraunhofer Institute for Building Physics (IBP);www.ibp.fraunhofer.de/;FhG;Fraunhofer;10645;Nobelstraße;12;;70569;Stuttgart;;Ingenieurwissenschaften;Architektur;Grundlagen und Hilfswissenschaften der Architektur;grid.469871.5;;;;http://www.gerit.org/de/institutiondetail/10645;;;
Fraunhofer-Institut für System- und Innovationsforschung (ISI);Fraunhofer Institute for Systems and Innovation Research (ISI);www.isi.fraunhofer.de/;FhG;Fraunhofer;10646;Breslauer Straße;48;;76139;Karlsruhe;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Rechts-, Wirtschafts- und Sozialwissenschaften allgemein;Rechts-, Wirtschafts- und Sozialwissenschaften allgemein;grid.459551.9;;;;http://www.gerit.org/de/institutiondetail/10646;;;
Fraunhofer-Institut für Kurzzeitdynamik; Ernst-Mach-Institut (EMI);Fraunhofer Institute for High-Speed Dynamics, Ernst Mach Institute (EMI);www.emi.fraunhofer.de/;FhG;Fraunhofer;10647;Ernst-Zermelo-Straße;4;;79104;Freiburg;;Ingenieurwissenschaften;Materialwissenschaft und Werkstofftechnik;Werkstofftechnik;grid.461627.0;;;;http://www.gerit.org/de/institutiondetail/10647;;
Technische Hochschule Lübeck;Technische Hochschule Lübeck;www.th-luebeck.de/;Weitere HS/FS;univ.of appl.science;10648;Mönkhofer Weg;239;;23562;Lübeck;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.454241.2;;;;http://www.gerit.org/de/institutiondetail/10648;;;
Fraunhofer-Institut für Zuverlässigkeit und Mikrointegration (IZM);Fraunhofer Institute for Reliability and Microintegration (IZM);www.izm.fraunhofer.de/;FhG;Fraunhofer;10649;Gustav-Meyer-Allee;25;;13355;Berlin;;Ingenieurwissenschaften;Elektrotechnik und Informationstechnik;Mikrosystemtechnik;grid.469839.9;;;;http://www.gerit.org/de/institutiondetail/10649;;;
Fraunhofer-Institut für Betriebsfestigkeit und Systemzuverlässigkeit (LBF);Fraunhofer Institute for Structural Durability and System Reliability (LBF);www.lbf.fraunhofer.de/;FhG;Fraunhofer;10650;Bartningstraße;47;;64289;Darmstadt;;Ingenieurwissenschaften;Materialwissenschaft und Werkstofftechnik;Werkstofftechnik;grid.434481.e;;;;http://www.gerit.org/de/institutiondetail/10650;;;
Fraunhofer-Institut für Schicht- und Oberflächentechnik (IST);Fraunhofer-Institute for Surface Engineering and Thin Films (IST);www.ist.fraunhofer.de/;FhG;Fraunhofer;10651;Bienroder Weg;54 E;;38108;Braunschweig;;Ingenieurwissenschaften;Materialwissenschaft und Werkstofftechnik;Werkstofftechnik;grid.462227.7;;;;http://www.gerit.org/de/institutiondetail/10651;;;
Fraunhofer-Institut für Lasertechnik (ILT);Fraunhofer Institute for Laser Technology (ILT);www.ilt.fraunhofer.de;FhG;Fraunhofer;10652;Steinbachstraße;15;;52074;Aachen;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Technische/angewandte Optik;grid.461628.f;;;;http://www.gerit.org/de/institutiondetail/10652;;;
Fraunhofer-Institut für Keramische Technologien und Systeme (IKTS);Fraunhofer Institute for Ceramic Technologies and Systems (IKTS);www.ikts.fraunhofer.de/;FhG;Fraunhofer;10653;Winterbergstraße;28;;1277;Dresden;;Ingenieurwissenschaften;Materialwissenschaft und Werkstofftechnik;Werkstofftechnik;grid.461622.5;;;;http://www.gerit.org/de/institutiondetail/10653;;;
Fraunhofer-Institut für Chemische Technologie (ICT);Fraunhofer Institute for Chemical Technology (ICT);www.ict.fraunhofer.de;FhG;Fraunhofer;10654;Joseph-von-Fraunhofer-Straße;7;;76327;Pfinztal;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Chemieingenieurwesen/Chemietechnik;grid.461616.2;;;;http://www.gerit.org/de/institutiondetail/10654;;;
Fraunhofer-Institut für Werkstoffmechanik (IWM);Fraunhofer Institute for Mechanics of Materials (IWM);www.iwm.fraunhofer.de/;FhG;Fraunhofer;10655;Wöhlerstraße;11;;79108;Freiburg;;Ingenieurwissenschaften;Materialwissenschaft und Werkstofftechnik;Werkstofftechnik;grid.461645.4;;;;http://www.gerit.org/de/institutiondetail/10655;;;
