Name deutsch;Name englisch;URL der Einrichtung;Einrichtungsart;Einrichtungsart englisch;DFG Instituts ID;Straße;Hausnummer;Postfach;Postleizahl vor Ort;Ort;Postleitzahl nach Ort;DESTATIS Fächerguppe;DESTATIS Lehr- Forschungsbereich;DESTATIS Fachgebiet;GRID ID;Crossref ID 1;Crossref ID 2;Crossref ID 3;URL GERiT Nachweis;;;
Institut für Kultur und Geschichte der Deutschen in Nordosteuropa e.V.  an der Universität Hamburg - Standort Lüneburg;Institute of Culture and History of the Germans in North-East Europe (IKGN e.V.)  at Hamburg University - Lüneburg;www.ikgn.de/cms/;Sonst. Forschg;other res. inst.;12754879;Conventstraße;1;;21335;Lüneburg;;Geisteswissenschaften;Geschichte;Kultur- und Geistesgeschichte;;;;;http://www.gerit.org/de/institutiondetail/12754879;;;
Zentrum für Militärgeschichte und Sozialwissenschaften der Bundeswehr;Centre for Military History and Social Sciences of the German Federal Armed Forces;www.mgfa.de;Bundesforschung;federal research;12877422;Zeppelinstraße;127/128;;14471;Potsdam;;Geisteswissenschaften;Geschichte;Geschichte allgemein;;;;;http://www.gerit.org/de/institutiondetail/12877422;;;
gaiac Forschungsinstitut für Ökosystemanalyse und -bewertung e.V. an der RWTH Aachen;gaiac Research Institute for Ecosystem Analysis and Assessment at RWTH Aachen University;www.gaiac-eco.de;Sonst. Forschg;other res. inst.;12897658;Kackertstraße;10;;52072;Aachen;;Mathematik, Naturwissenschaften;Biologie;Ökologie;;;;;http://www.gerit.org/de/institutiondetail/12897658;;;
Institut für Qualität und Wirtschaftlichkeit im Gesundheitswesen (IQWiG);Institute for Quality and Efficiency in Health Care;www.iqwig.de/;Sonst. Forschg;other res. inst.;12938474;Im Mediapark;8;;50670;Köln;;Humanmedizin/Gesundheitswissenschaften;Gesundheitswissenschaften allgemein;Gesundheitswissenschaft/-management;grid.414694.a;;;;http://www.gerit.org/de/institutiondetail/12938474;;;
Frankfurt Institute for Advanced Studies (FIAS);Frankfurt Institute for Advanced Studies (FIAS);fias.uni-frankfurt.de;Landesforschung;state research;13029287;Ruth-Moufang-Straße;1;;60438;Frankfurt;;Mathematik, Naturwissenschaften;Mathematik, Naturwissenschaften allgemein;Interdisziplinäre Studien (Schwerpunkt Naturwissenschaft);;;;;http://www.gerit.org/de/institutiondetail/13029287;;;
GFaI - Gesellschaft zur Förderung angewandter Informatik e.V.;GFaI - Society for the Advancement of Applied Computer Science;www.gfai.de;Sonst. Forschg;other res. inst.;13143045;Volmerstraße;3;;12489;Berlin;;Ingenieurwissenschaften;Informatik;Informatik allgemein;;;;;http://www.gerit.org/de/institutiondetail/13143045;;;
Technologie-Transfer-Zentrum Bremerhaven (ttz Bremerhaven);Technologie-Transfer-Zentrum Bremerhaven (ttz Bremerhaven);www.ttz-bremerhaven.de/de/;Sonst. Forschg;other res. inst.;13287416;Am Lunedeich;12;;27572;Bremerhaven;;Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin;Agrarwissenschaften, Lebensmittel- und Getränketechnologie;Lebensmitteltechnologie/Getränketechnologie;;;;;http://www.gerit.org/de/institutiondetail/13287416;;;
Arbeitskreis Wildbiologie an der Justus-Liebig-Universität Gießen e.V.;Working Group Wildlife Biology at the Justus-Liebig-University of Gießen e.V.;www.uni-giessen.de/fbz/fb10/institute_klinikum/zentral/wildbiologie;Sonst. Forschg;other res. inst.;13409662;Leihgesterner Weg;217;;35392;Gießen;;Mathematik, Naturwissenschaften;Biologie;Zoologie;;;;;http://www.gerit.org/de/institutiondetail/13409662;;;
Mainzer Medieninstitut e. V.;Mainzer Medieninstitut e. V.;www.mainzer-medieninstitut.de/;Sonst. Forschg;other res. inst.;13410612;Jakob-Welder-Weg;4;;55128;Mainz;;Geisteswissenschaften;Geisteswissenschaften allgemein;Medienwissenschaft;;;;;http://www.gerit.org/de/institutiondetail/13410612;;;
Deutsche Gesellschaft für Materialkunde e.V.;German Material Science Association (DGM e.V.);www.dgm.de;Sonst. Forschg;other res. inst.;13513872;Marie-Curie-Straße;Nov 17;;53757;Sankt Augustin;;Ingenieurwissenschaften;Materialwissenschaft und Werkstofftechnik;Werkstofftechnik;;;;;http://www.gerit.org/de/institutiondetail/13513872;;;
Autismus Ostwestfalen-Lippe e.V.;Autism Association 'Autismus Ostwestfalen-Lippe e.V.';www.autismus-owl.de/;Sonst. Forschg;other res. inst.;13552854;Bleichstraße;185;;33607;Bielefeld;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Psychologie;Entwicklungspsychologie;;;;;http://www.gerit.org/de/institutiondetail/13552854;;;
Institut für Designforschung;Institute for Design Research;www.designwissenschaft.org;Sonst. Forschg;other res. inst.;13696904;Marie-Curie-Straße;1;;26129;Oldenburg;;Kunst, Kunstwissenschaft;Gestaltung;Gestaltung allgemein;;;;;http://www.gerit.org/de/institutiondetail/13696904;;;
Institut für Gerontologische Forschung e.V.;Gerontology Research Institute (IGF e.V.);www.igfberlin.de/;Sonst. Forschg;other res. inst.;14004467;Torstraße;178;;10115;Berlin;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Praktische Humanmedizin (ohne Zahnmedizin);Geriatrie/Gerontologie;grid.506351.4;;;;http://www.gerit.org/de/institutiondetail/14004467;;;
Beckmann-Institut für Technologieentwicklung e.V.;Beckmann Institute of Technology Development (BTE e.V.);www.beckmann-institut.de;Sonst. Forschg;other res. inst.;14249950;Annaberger Straße;73;;9111;Chemnitz;;Ingenieurwissenschaften;Ingenieurwissenschaften allgemein;Ingenieurwissenschaften allgemein;;;;;http://www.gerit.org/de/institutiondetail/14249950;;;
Max Weber Stiftung -   Deutsche Geisteswissenschaftliche Institute im Ausland;Max Weber Foundation - German Humanities Institutes Abroad;www.maxweberstiftung.de/;Sonst. Forschg;other res. inst.;14371882;Rheinallee;6;;53173;Bonn;;Geisteswissenschaften;Geschichte;Kultur- und Geistesgeschichte;grid.469714.9;;;;http://www.gerit.org/de/institutiondetail/14371882;;;
Berliner Elektronenspeicherring - Gesellschaft für Synchrotronstrahlung mbH;Medical Physics;www.bessy.de/;Sonst. Forschg;other res. inst.;14433919;Albert-Einstein-Straße;15;;12489;Berlin;;Mathematik, Naturwissenschaften;Physik, Astronomie;Physik;grid.424048.e;;;;http://www.gerit.org/de/institutiondetail/14433919;;;
Endokrinologikum Frankfurt - Zentrum für Hormon-und Stoffwechselerkrankungen; Rheumatologie; Osteologie und gynäkologische Endokrinologie;Endokrinologikum Frankfurt - Centre for Hormone and Metabolic Diseases, Rheumatology, Osteology and Gynaecological Endocrinology;www.endokrinologikum.com/index.php?cccpage=standorte_frankfurt&set_z_standorte=5;Sonst. Forschg;other res. inst.;14434224;Stresemannallee;3;;60596;Frankfurt;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Praktische Humanmedizin (ohne Zahnmedizin);Innere Medizin;;;;;http://www.gerit.org/de/institutiondetail/14434224;
Institut für Fortpflanzung landwirtschaftlicher Nutztiere Schönow e.V.;Institute of Farm Animal Reproduction Schönow (IFN Schönow e.V.);www.ifn-schoenow.de/;Sonst. Forschg;other res. inst.;14476044;Bernauer Chaussee;10;;16321;Bernau;;Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin;Agrarwissenschaften, Lebensmittel- und Getränketechnologie;Tierproduktion;;;;;http://www.gerit.org/de/institutiondetail/14476044;;;
Jean-Uhrmacher-Institut für klinische HNO-Forschung;Jean Uhrmacher Institute of Clinical ENT Research;www.uhrmacherinstitut.de;Sonst. Forschg;other res. inst.;14537492;Geibelstraße;29-31;;50931;Köln;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Praktische Humanmedizin (ohne Zahnmedizin);Hals-, Nasen-, Ohrenheilkunde;;;;;http://www.gerit.org/de/institutiondetail/14537492;;;
Hochschule des Bundes für öffentliche Verwaltung;Federal University of Applied Sciences for Public Administration;www.hsbund.de/DE/00_Home/home-node.html;Weitere HS/FS;univ.of appl.science;14720997;Willy-Brandt-Straße;1;;50321;Brühl;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.466388.7;;;;http://www.gerit.org/de/institutiondetail/14720997;;;
Schweißtechnische Lehr- und Versuchsanstalt;Teaching and Experimental Institute for Welding;www.slv-muenchen.de/;Landesforschung;state research;14946730;Schachenmeierstraße;37;;80636;München;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Übrige Ausbildungseinrichtungen;Übrige Ausbildungseinrichtungen allgemein;grid.482468.4;;;;http://www.gerit.org/de/institutiondetail/14946730;;;
Institut für regionale Innovation und Sozialforschung - IRIS e.V.;Institute of Regional Innovation and Social Research (IRIS e.V.);www.iris-egris.de/;Sonst. Forschg;other res. inst.;14987841;Fürststraße;3;;72072;Tübingen;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Sozialwissenschaften;Sozialwissenschaften allgemein;;;;;http://www.gerit.org/de/institutiondetail/14987841;;;
Joseph Haydn-Institut;Joseph Haydn-Institute;www.haydn-institut.de;Sonst. Forschg;other res. inst.;15109361;Blumenthalstraße;23;;50670;Köln;;Kunst, Kunstwissenschaft;Musik, Musikwissenschaft;Musikwissenschaft, -geschichte;grid.461719.c;;;;http://www.gerit.org/de/institutiondetail/15109361;;;
Landesamt für Umwelt; Naturschutz und Geologie Mecklenburg-Vorpommern (LUNG);State Agency for Environment, Environmental Protection and Geology of Mecklenburg-Vorpommern;www.lung.mv-regierung.de/;Landesforschung;state research;15111373;Goldberger Straße;12;;18273;Güstrow;;Ingenieurwissenschaften;Raumplanung;Umweltschutz;;;;;http://www.gerit.org/de/institutiondetail/15111373;;
Deutsches Zentrum für Musiktherapieforschung (Viktor Dulger Institut) DZM e. V.;German Centre for Music Therapy Research (Viktor Dulger Institute) DZM e. V.;www.dzm-heidelberg.de;Sonst. Forschg;other res. inst.;15111414;Maaßstraße;26;;69123;Heidelberg;;Kunst, Kunstwissenschaft;Musik, Musikwissenschaft;Musik, Musikwissenschaft allgemein;;;;;http://www.gerit.org/de/institutiondetail/15111414;;;
Institut für Angewandte Wirtschaftsforschung (IAW);Institute for Applied Economic Research IAW;www.iaw.edu/index.php/aktuelles;Sonst. Forschg;other res. inst.;15131018;Schaffhausenstraße;73;;72072;Tübingen;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Wirtschaftswissenschaften;Wirtschaftswissenschaften allgemein;;;;;http://www.gerit.org/de/institutiondetail/15131018;;;
Schweißtechnische Lehr- und Versuchsanstalt Mecklenburg-Vorpommern GmbH;SLV Mecklenburg -Western Pomerania;www.slv-rostock.de/;Sonst. Forschg;other res. inst.;15786040;Alter Hafen Süd;4;;18069;Rostock;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Produktions- und Fertigungstechnologie;;;;;http://www.gerit.org/de/institutiondetail/15786040;;;
Dechenhöhle und Höhlenkundemuseum;Cave 'Dechenhöhle' and Speleology Museum;www.dechenhoehle.de/;Sonst. Forschg;other res. inst.;15787653;Dechenhöhle ;5;;58644;Iserlohn;;Mathematik, Naturwissenschaften;Geowissenschaften (ohne Geographie);Geowissenschaften allgemein;;;;;http://www.gerit.org/de/institutiondetail/15787653;;;
Kunststoff-Zentrum in Leipzig gGmbH;Plastics Centre in Leipzig (KuZ Leipzig GmbH);www.kuz-leipzig.de;Sonst. Forschg;other res. inst.;15887470;Erich-Zeigner-Allee;44;;4229;Leipzig;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Kunststofftechnik;;;;;http://www.gerit.org/de/institutiondetail/15887470;;;
Institut für Luft- und Kältetechnik (ILK);Institute of Air Handling and Refrigeration (ILK);www.ilkdresden.de/;Sonst. Forschg;other res. inst.;15969430;Bertolt-Brecht-Allee;20;;1309;Dresden;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Energietechnik (ohne Elektrotechnik);;;;;http://www.gerit.org/de/institutiondetail/15969430;;;
Max Bergmann Zentrum für Biomaterialien;Max Bergmann Centre for Biomaterials;www.mbc-dresden.de/;Sonst. Forschg;other res. inst.;16032300;Budapester Straße;27;;1069;Dresden;;Mathematik, Naturwissenschaften;Physik, Astronomie;Materialphysik;grid.461764.6;;;;http://www.gerit.org/de/institutiondetail/16032300;;;
Führungsakademie der Bundeswehr;Military Leadership Academy of the German Federal Armed Forces (FüAkBw);www.fueakbw.de/index.php/de/;Sonst. Forschg;other res. inst.;16340071;Manteuffelstraße;20;;22587;Hamburg;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;;;;;http://www.gerit.org/de/institutiondetail/16340071;;;
Institut für Staatskirchenrecht der Diözesen Deutschlands;Institute of State Church Law in the Dioceses of Germany (Institut für Staatskirchenrecht der Diözesen Deutschlands);www.institut-staatskirchenrecht.de/;Sonst. Forschg;other res. inst.;16462465;Adenauerallee ;19;;53111;Bonn;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Rechtswissenschaften;Kirchenrecht;;;;;http://www.gerit.org/de/institutiondetail/16462465;;;
Konsortium Deutsche Meeresforschung;German Marine Research Consortium;www.deutsche-meeresforschung.de/index.php?sp=de&id=home;Sonst. Forschg;other res. inst.;16708145;Markgrafenstraße;37;;10117;Berlin;;Ingenieurwissenschaften;Verkehrstechnik, Nautik;Schiffbau, Meerestechnik;grid.435843.d;;;;http://www.gerit.org/de/institutiondetail/16708145;;;
LVR-Amt für Bodendenkmalpflege im Rheinland;LVR-Office of the Preservation of Ground Monuments in the Rhineland;www.bodendenkmalpflege.lvr.de/;Landesforschung;state research;16994691;Endenicher Straße;133;;53115;Bonn;;Geisteswissenschaften;Geschichte;Archäologie;;;;;http://www.gerit.org/de/institutiondetail/16994691;;;
Umweltbundesamt (UBA);German Environment Agency (UBA);www.umweltbundesamt.de;Bundesforschung;federal research;17443944;Wörlitzer Platz;1;;6844;Dessau;;Ingenieurwissenschaften;Raumplanung;Umweltschutz;grid.425100.2;;;;http://www.gerit.org/de/institutiondetail/17443944;;;
Gustav-Stresemann-Institut e.V. (GSI);Gustav Stresemann Institute (GSI e.V.);www.gsi-bonn.de/;Sonst. Forschg;other res. inst.;17669874;Langer Grabenweg;68;;53175;Bonn;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Erziehungswissenschaften;Erwachsenenbildung;grid.506248.d;;;;http://www.gerit.org/de/institutiondetail/17669874;;;
Kriminologische Zentralstelle e.V. (KrimZ);Centre for Criminology (KrimZ);www.krimz.de;Bundesforschung;federal research;17690180;Viktoriastraße;35;;65189;Wiesbaden;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Rechtswissenschaften;Kriminologie;;;;;http://www.gerit.org/de/institutiondetail/17690180;;;
Fzmb GmbH - Forschungszentrum für Medizintechnik und Biotechnologie;fzmb GmbH - Research Centre for Medical Technology and Biotechnology;www.fzmb.de;Sonst. Forschg;other res. inst.;17855173;Geranienweg;7;;99947;Bad Langensalza;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Medizintechnik;;;;;http://www.gerit.org/de/institutiondetail/17855173;;;
Zentrum für Marine und Atmosphärische Wissenschaften (ZMAW);Centre for Marine and Atmospheric Sciences (ZMAW);www.zmaw.de/;Sonst. Forschg;other res. inst.;18857166;Bundesstraße;53;;20146;Hamburg;;Mathematik, Naturwissenschaften;Geowissenschaften (ohne Geographie);Meteorologie;;;;;http://www.gerit.org/de/institutiondetail/18857166;;;
Gemeinschaftspraxis für Pathologie;Pathology Associates Frankfurt/Germany;www.pathologie-frankfurt.de/;Sonst. Forschg;other res. inst.;19289483;Ginnheimer Landstraße;86;;60487;Frankfurt;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Theoretische Humanmedizin (einschl. Zahnmedizin);Pathologie, Neuropathologie;;;;;http://www.gerit.org/de/institutiondetail/19289483;;;
Institut für Lebensmittelchemie und Arzneimittelprüfung;Institute of Food Chemistry and Pharmaceutical Testing;www.lua.rlp.de/;Landesforschung;state research;20517908;Emy-Roeder-Straße;1;;55129;Mainz;;Mathematik, Naturwissenschaften;Chemie;Lebensmittelchemie;;;;;http://www.gerit.org/de/institutiondetail/20517908;;;
Institut für Medienforschung und Urbanistik (IMU);Institute of Media Research and Urban Studies (IMU);www.imu-institut.de/;Sonst. Forschg;other res. inst.;20685744;Hasenberg Straße;49;;70176;Stuttgart;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Rechts-, Wirtschafts- und Sozialwissenschaften allgemein;Interdisziplinäre Studien (Schwerpunkt Rechts-, Wirtschafts- und Sozialwissenschaften);;;;;http://www.gerit.org/de/institutiondetail/20685744;;;
Hamburger Institut für Sozialforschung;Hamburg Institute for Social Research;www.his-online.de/;Landesforschung;state research;20685854;Mittelweg;36;;20148;Hamburg;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Sozialwesen;Sozialwesen allgemein;grid.462292.9;;;;http://www.gerit.org/de/institutiondetail/20685854;;;
Studiengesellschaft für Tunnel und Verkehrsanlagen e.V. - STUVA -;Research Association for Tunnel and Transportation Facilities  - STUVA -;www.stuva.de;Sonst. Forschg;other res. inst.;20685962;Mathias-Brüggen-Straße;41;;50827;Köln;;Ingenieurwissenschaften;Raumplanung;Infrastrukturplanung;;;;;http://www.gerit.org/de/institutiondetail/20685962;;;
Landesamt für Geologie und Bergwesen Sachsen-Anhalt;State Office for Geology and Mining Saxony-Anhalt;lagb.sachsen-anhalt.de/;Landesforschung;state research;20686062;Köthener Straße;34;;6118;Halle;;Mathematik, Naturwissenschaften;Geowissenschaften (ohne Geographie);Geologie;;;;;http://www.gerit.org/de/institutiondetail/20686062;;;
Epilepsiezentrum Kork;Epilepsy Centre Kork;www.diakonie-kork.de/d/epilepsie_kork/;Sonst. Forschg;other res. inst.;20686090;Landstraße;1;;77694;Kehl;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Praktische Humanmedizin (ohne Zahnmedizin);Klinisch-Praktische Humanmedizin allgemein;;;;;http://www.gerit.org/de/institutiondetail/20686090;;;
Landesbetrieb Hessisches Landeslabor (LHL);;www.lhl.hessen.de;Sonst. Forschg;other res. inst.;20687230;Schubertstraße;60;;35392;Gießen;;Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin;Vorklinische Veterinärmedizin;Tierschutz, Medizinische Terminologie, Geschichte der Veterinärmedizin;;;;;http://www.gerit.org/de/institutiondetail/20687230;;;
Gesellschaft Deutscher Chemiker e.V. (GDCh);German Chemical Society (GDCh);www.gdch.de;Sonst. Forschg;other res. inst.;20689158;Varrentrappstraße;40-42;;60486;Frankfurt;;Mathematik, Naturwissenschaften;Chemie;Chemie allgemein;;;;;http://www.gerit.org/de/institutiondetail/20689158;;;
Thüringisches Landesamt für Denkmalpflege und Archäologie;Thuringia State Office for the Preservation of Historical Monuments (TLAD);www.thueringen.de/th1/tsk/kultur/denkmalpflege/index.aspx;Landesforschung;state research;20689974;Humboldtstraße;11;;99423;Weimar;;Ingenieurwissenschaften;Architektur;Denkmalpflege (Architekt.);;;;;http://www.gerit.org/de/institutiondetail/20689974;;;
Geologisches Landesamt Hamburg;Geological State Office Hamburg;www.hamburg.de/stadt-staat/;Sonst. Forschg;other res. inst.;20690300;Billstraße;84;;20539;Hamburg;;Mathematik, Naturwissenschaften;Geowissenschaften (ohne Geographie);Geologie;;;;;http://www.gerit.org/de/institutiondetail/20690300;;;
Wilhelm-Ostwald-Gesellschaft zu Großbothen e.V.;Wilhelm Ostwald Society 'Wilhelm-Ostwald-Gesellschaft zu Großbothen e.V.';www.wilhelm-ostwald.de/joomla/index.php/de/;Sonst. Forschg;other res. inst.;20692520;Grimmaer Straße;25;;4668;Großbothen;;Mathematik, Naturwissenschaften;Mathematik, Naturwissenschaften allgemein;Geschichte der Mathematik und Naturwissenschaften;;;;;http://www.gerit.org/de/institutiondetail/20692520;;;
Historische Kommission für Ost- und Westpreußische Landesforschung;Historical Commission for East and West Prussian Regional Research;www.hiko-owp.eu/;Landesforschung;state research;20697200;Ludwigstraße;16;;80539;München;;Geisteswissenschaften;Geschichte;Länder-, Landesgeschichte;;;;;http://www.gerit.org/de/institutiondetail/20697200;;;
Zentrum für Wissenschaftsmanagement e.V.;Center for Science & Research Management;www.zwm-speyer.de/;Sonst. Forschg;other res. inst.;20697750;Freiherr-vom-Stein-Straße;2;;67346;Speyer;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Sozialwissenschaften;Sozialwissenschaften allgemein;;;;;http://www.gerit.org/de/institutiondetail/20697750;;;
Staatsinstitut für Frühpädagogik (IFP);State Institute of Early Childhood Research (IFP);www.ifp.bayern.de/;Landesforschung;state research;20699618;Winzererstraße;9;;80797;München;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Erziehungswissenschaften;Erziehungswissenschaft allgemein;grid.489261.0;;;;http://www.gerit.org/de/institutiondetail/20699618;;;
Universitätsklinikum Gießen und Marburg (UKGM)  Standort Marburg;University Hospital of Giessen and Marburg (UKGM) Campus Marburg;www.ukgm.de/ugm_2/deu/116.html;Universität;university;20703790;Baldingerstraße;;;35043;Marburg;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.411067.5 ;;;;http://www.gerit.org/de/institutiondetail/20703790;;;
Institut für Schiffsbetriebsforschung (ISF);Ship Operations Research Institute (ISF);www.fh-flensburg.de/isf/;Sonst. Forschg;other res. inst.;20704964;Kanzleistraße;91-93;;24943;Flensburg;;Ingenieurwissenschaften;Verkehrstechnik, Nautik;Schiffsbetriebstechnik;;;;;http://www.gerit.org/de/institutiondetail/20704964;;;
Niedersächsisches Institut für Sportgeschichte Hoya e.V. - NISH -;Lower Saxon Institute of Sports History Hoya - NISH -;www.nish.de/index.php/startseite.html;Sonst. Forschg;other res. inst.;20707274;Ferdinand-Wilhelm-Fricke-Weg;10;;30169;Hannover;;Sport;Sport;Sportwissenschaften allgemein;;;;;http://www.gerit.org/de/institutiondetail/20707274;;;
Institut für Bildverarbeitung und angewandte Informatik e. V.;Institute of Computer Vision and Applied Computer Sciences;www.ibai-institut.de/;Sonst. Forschg;other res. inst.;20709160;Kohlenstraße;2;;4251;Leipzig;;Ingenieurwissenschaften;Informatik;Angewandte Informatik;;;;;http://www.gerit.org/de/institutiondetail/20709160;;;
Forschungsgemeinschaft Feuerfest e.V.;Research Group 'Feuerfest' (FGF e.V.);www.fg-feuerfest.de/basis/index.php;Sonst. Forschg;other res. inst.;20709666;Rheinstraße;58;;56203;Höhr-Grenzhausen;;Ingenieurwissenschaften;Materialwissenschaft und Werkstofftechnik;Werkstofftechnik;;;;;http://www.gerit.org/de/institutiondetail/20709666;;;
Institut für Ernährungspsychologie;Institute of Nutrition Psychology;www.ernaehrungspsychologie.org/;Sonst. Forschg;other res. inst.;20710102;Humboldtallee;32;;37073;Göttingen;;Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin;Vorklinische Veterinärmedizin;Physiologie, Biochemie und Ernährungsphysiologie [bei Veterinärmedizin];;;;;http://www.gerit.org/de/institutiondetail/20710102;;;
Archäologisches Landesamt Schleswig-Holstein;State Archaeological Department of Schleswig-Holstein;www.schleswig-holstein.de/DE/Landesregierung/ALSH/alsh_node.html;Landesforschung;state research;20710544;Brockdorff-Rantzau-Straße;70;;24837;Schleswig;;Geisteswissenschaften;Geschichte;Archäologie;;;;;http://www.gerit.org/de/institutiondetail/20710544;;;
Thüringer Landesanstalt für Landwirtschaft (TLL);Thuringian State Institute for Agriculture (TLL);www.thueringen.de/th9/tll/;Landesforschung;state research;20711886;Naumburger Straße;98;;7743;Jena;;Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin;Agrar-, Forst- und Ernährungswissenschaften allgemein;Agrar-, Forst- und Ernährungswissenschaften allgemein;;;;;http://www.gerit.org/de/institutiondetail/20711886;;;
IEEM gGmbH - Institut für Umwelttechnik und Management an der Universität Witten / Herdecke;IEEM Institute of Environmental Engineering and Management at the University of Witten/ Herdecke gGmbH;www.uni-wh-ieem.de/ueberuns;Sonst. Forschg;other res. inst.;20712156;Alfred-Herrhausen-Straße;44;;58455;Witten;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Umwelttechnik (einschl. Recycling);;;;;http://www.gerit.org/de/institutiondetail/20712156;;;
Bayerisches Staatsinstitut für Hochschulforschung und Hochschulplanung;Bavarian State Institute for Higher Education Research and Planning;www.ihf.bayern.de/;Landesforschung;state research;20713178;Lazarettstraße;67;;80636;München;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.506121.1;;;;http://www.gerit.org/de/institutiondetail/20713178;;;
Stadt- und Kreisarchäologie Osnabrück;Urban and Regional Archaeology Osnabrück;archaeologie.osnabrueck.de/;Sonst. Forschg;other res. inst.;20713294;Am Schölerberg;1;;49082;Osnabrück;;Geisteswissenschaften;Geschichte;Archäologie;;;;;http://www.gerit.org/de/institutiondetail/20713294;;;
Landesforschungsanstalt für Landwirtschaft und Fischerei Mecklenburg Vorpommern;State Institute for Agriculture and Fishing Research Mecklenburg Vorpommern;www.agrarnet-mv.de/;Landesforschung;state research;20714914;Dorfplatz;1;;18276;Gülzow;;Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin;Klinisch-Theoretische Veterinärmedizin;Tierernährung, allg. Landwirtschaftslehre, Verhaltenskunde;grid.506447.4;;;;http://www.gerit.org/de/institutiondetail/20714914;;;
Bayerische Landesanstalt für Wald- und Forstwirtschaft;Bavarian State Institute of Forestry (LWF);www.lwf.bayern.de;Landesforschung;state research;20715944;Hans-Carl-von-Carlowitz-Platz;1;;85354;Freising;;Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin;Agrar-, Forst- und Ernährungswissenschaften allgemein;Agrar-, Forst- und Ernährungswissenschaften allgemein;grid.500073.1;;;;http://www.gerit.org/de/institutiondetail/20715944;;;
Institut für Wissenschaft und Ethik e. V. Campus Essen;IWE Institute of Science and Ethics;www.iwe.uni-bonn.de/institut/institut-fuer-wissenschaft-und-ethik-iwe;Sonst. Forschg;other res. inst.;20717080;;;;45117;Essen;;Geisteswissenschaften;Philosophie;Philosophie allgemein;;;;;http://www.gerit.org/de/institutiondetail/20717080;;;
VDEh-Betriebsforschungsinstitut (BFI) GmbH;VDEh Institute for Applied Research (BFI);www.bfi.de/de/;Sonst. Forschg;other res. inst.;20717398;Sohnstraße;65;;40237;Düsseldorf;;Ingenieurwissenschaften;Materialwissenschaft und Werkstofftechnik;Werkstofftechnik;;;;;http://www.gerit.org/de/institutiondetail/20717398;;;
Bibliotheca Augustiniana  Forschungsbibliothek der Deutschen Augustiner;Bibliotheca Augustiniana German Augustinian Research Library (BADA);www.augustiner.de/de/engagement/forschung/bibliotheca-augustiniana/index.html;Sonst. Forschg;other res. inst.;20721700;Dominikanerplatz;4;;97070;Würzburg;;Geisteswissenschaften;Kath. Theologie;Historische Theologie (kath. Th.);;;;;http://www.gerit.org/de/institutiondetail/20721700;;;
Institut für Sozialökonomische Strukturanalysen (SÖSTRA) GmbH;Institute of Social Economic Structural Analysis (SÖSTRA);www.soestra.de;Sonst. Forschg;other res. inst.;20721872;Torstraße;178;;10115;Berlin;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Rechts-, Wirtschafts- und Sozialwissenschaften allgemein;Wirtschafts- und Sozialwissenschaften allgemein;;;;;http://www.gerit.org/de/institutiondetail/20721872;;;
WITEGA Laboratorien Berlin-Adlershof GmbH;WITEGA Laboratories Berlin-Adlershof GmbH;www.auftragssynthese.com;Sonst. Forschg;other res. inst.;20726470;Magnusstraße ;11;;12489;Berlin;;Mathematik, Naturwissenschaften;Chemie;Chemie allgemein;;;;;http://www.gerit.org/de/institutiondetail/20726470;;;
